company,parent,round,date,amount_cr,post_money_cr,investors,founded,fit_for_fresher,role_title,role_family,likelihood,band_low_lpa,band_high_lpa,band_confidence,careers_url,why
Butterfly Learnings,,Series A,2026-08-19,64.2,,Inflexor[+3],2021,mixed,Centre Launch & Expansion Associate,"Operations, supply chain and city launch",likely,4,7,low,https://www.butterflylearnings.com/career,"Stated use of funds number one is expanding the centre network beyond Maharashtra into new states, and the posted Vijayawada and Aurangabad roles show it is already happening. Someone has to scout locations, handle licensing and fit-out, hire and onboard centre staff, and run the first weeks of oper"
Butterfly Learnings,,Series A,2026-08-19,64.2,,Inflexor[+3],2021,mixed,Performance Marketing Executive,Growth and performance marketing,likely,4,7.5,low,https://www.butterflylearnings.com/career,"The business is a local-intent lead-generation machine — parents searching for autism or speech-delay therapy near them, across 22 cities. Running geo-targeted Google and Meta campaigns per centre and reporting cost-per-enquiry is a standing need, and the company has posted a Social Media Manager an"
Butterfly Learnings,,Series A,2026-08-19,64.2,,Inflexor[+3],2021,mixed,Centre Operations Associate (Cluster Coordinator),"Operations, supply chain and city launch",possible,3.5,6,low,https://www.butterflylearnings.com/career,"With 90+ centres and 350-400 therapists, someone in the middle layer has to manage therapist scheduling and utilisation, centre-level P&L, supplies and parent escalations across a cluster of centres. Predicted rather than posted, but it is the structural role a multi-site chain must add as it scales"
Butterfly Learnings,,Series A,2026-08-19,64.2,,Inflexor[+3],2021,mixed,Business / MIS Analyst (Centre & Clinical Operations),Business analyst and data analyst,possible,4,7,low,https://www.butterflylearnings.com/career,"Revenue went ₹6.3 Cr to ₹15.5 Cr in a year against a ₹13.3 Cr loss, across 90+ centres in 22 cities. Unit economics per centre, therapist utilisation, enquiry-to-conversion funnels and payer mix all need to be measured before the next round, and investors will ask for exactly that. A strong fit for "
Butterfly Learnings,,Series A,2026-08-19,64.2,,Inflexor[+3],2021,mixed,Founder's Office / Strategy Associate,Founder's office / chief of staff / strategy associate,possible,6,10,low,https://www.butterflylearnings.com/career,"A physician-founder CEO running a 90-centre expansion, a device commercialisation and a fresh ₹65 Cr round is the classic profile for a founder's-office hire — investor reporting, new-state entry analysis, Get SET Early partnership diligence. It pays the best of any predicted role here and is the hi"
Ekatra,,Angel,2026-08-19,10.0,,Vasuki Punj,2026,mixed,D2C Sales & Client Experience,"Business development, inside sales and account management",listed now,3,5.5,low,https://www.linkedin.com/company/ekatrajewels/jobs/,"Posted verbatim with 3 positions, the single largest line in the hiring plan. This is the revenue seat at a direct-to-consumer jewellery brand: inbound lead handling on the website, WhatsApp and phone clienteling, ring-size and certification queries, order follow-through and post-purchase service on"
Ekatra,,Angel,2026-08-19,10.0,,Vasuki Punj,2026,mixed,Marketing Executive (junior),Growth and performance marketing,listed now,3.5,6,low,https://www.linkedin.com/company/ekatrajewels/jobs/,"Posted verbatim with 2 positions, and brand building is the first of the three things the Rs 10 Cr round is explicitly earmarked for. Expect a generalist brief — campaign coordination, influencer and PR liaison, marketplace and email execution, launch support for the retail push — rather than a spec"
Ekatra,,Angel,2026-08-19,10.0,,Vasuki Punj,2026,mixed,Social Media Coordinator (junior),Growth and performance marketing,listed now,3,5,low,https://www.linkedin.com/company/ekatrajewels/jobs/,"Posted verbatim with 2 positions. A jewellery brand with a celebrity design director and a celebrity cap table lives on Instagram and Reels, so content calendar, shoot coordination, community management and creator outreach are core operating work here, not overhead. It is also the lowest-paid rung "
Ekatra,,Angel,2026-08-19,10.0,,Vasuki Punj,2026,mixed,Performance Marketing / Paid Media Associate,Growth and performance marketing,likely,4,7,low,https://www.linkedin.com/company/ekatrajewels/jobs/,"Retail expansion and brand building are two of the three named uses of the round, and a D2C brand deploying Rs 10 Cr against Indian, US and Middle East audiences cannot run that on organic social alone — someone has to own Meta and Google spend, ROAS and CAC payback against a high AOV. The posted 'M"
Ekatra,,Angel,2026-08-19,10.0,,Vasuki Punj,2026,mixed,E-commerce & Catalogue / Merchandising Associate,Category management and merchandising,likely,4,6.5,low,https://www.linkedin.com/company/ekatrajewels/jobs/,"The company cites a 5,000+ design library built for Indian, US and Middle East markets and sells entirely through its own site today. Someone junior has to own the catalogue: listing and photography pipeline, variant and metal/carat SKU hygiene, pricing across gold rates and currencies, collection c"
Ekatra,,Angel,2026-08-19,10.0,,Vasuki Punj,2026,mixed,Operations & Fulfilment Associate (supply chain),"Operations, supply chain and city launch",likely,3.5,6.5,low,https://www.linkedin.com/company/ekatrajewels/jobs/,"The vertically integrated 'farm-to-finger' model — growing and cutting its own Type IIa stones, four patented cuts, hollow-gold construction — plus IGI certification tracking, hallmarking, insured high-value logistics, returns and resizing, and export documentation for US and Middle East orders, is "
Ekatra,,Angel,2026-08-19,10.0,,Vasuki Punj,2026,mixed,Retail Store Associate / Boutique Client Advisor,"Business development, inside sales and account management",likely,2.8,4.5,low,https://www.linkedin.com/company/ekatrajewels/jobs/,"Retail expansion — 'moving beyond the D2C site into physical presence' — is one of the three stated uses of the Rs 10 Cr, and a first store or experience centre in Mumbai needs floor staff before it needs anything else. High likelihood the role opens; low value for an engineering graduate specifical"
Ekatra,,Angel,2026-08-19,10.0,,Vasuki Punj,2026,mixed,Founder's Office / Business Associate,Founder's office / chief of staff / strategy associate,possible,4.5,8,low,https://www.linkedin.com/company/ekatrajewels/jobs/,"Five founders, a strategic and celebrity cap table including BEENEXT, an international expansion plan and roughly 10-30 people means a lot of unowned work — investor reporting, market entry research for the US and Gulf, vendor and retail-site diligence, pricing models. At this size the seat usually "
Neuromod Aqua,,Seed,2026-08-19,,,Porush Jain,2026,mixed,Sales Engineer / Business Development Executive — STP & ETP,"Business development, inside sales and account management",likely,3,5,low,"None exists. https://neuromodaqua.com/careers/ returns HTTP 404, the full page sitemap (https://neuromodaqua.com/page-sitemap1.xml) has 12 pages and none is a careers page, and https://www.linkedin.com/company/neuromod-aqua lists no jobs. The only application route is a direct approach: https://neuromodaqua.com/contact/ or email sales@neuromodaqua.com / cto@neuromodaqua.com, addressed to the founders (Anuj Arora, Anand Dad).","The round is explicitly for first commercial deployments in Delhi NCR over ~12 months. A productised STP sold to builders, hotels, factories, pharma and campuses is a field-sold capital purchase — the first non-founder business hire in this industry is almost always a sales engineer who can walk a s"
Neuromod Aqua,,Seed,2026-08-19,,,Porush Jain,2026,mixed,Proposals & Estimation Executive (pre-sales / tendering),"Business development, inside sales and account management",likely,3,4.5,low,"None exists. https://neuromodaqua.com/careers/ returns HTTP 404, the full page sitemap (https://neuromodaqua.com/page-sitemap1.xml) has 12 pages and none is a careers page, and https://www.linkedin.com/company/neuromod-aqua lists no jobs. The only application route is a direct approach: https://neuromodaqua.com/contact/ or email sales@neuromodaqua.com / cto@neuromodaqua.com, addressed to the founders (Anuj Arora, Anand Dad).","Every STP/ETP/ZLD enquiry turns into a sized techno-commercial offer, a BOQ and often a tender bid for a builder or a government-adjacent campus. Founders cannot keep writing those once enquiry volume starts. This is the classic fresher entry seat in Indian water-treatment companies and it is busine"
Neuromod Aqua,,Seed,2026-08-19,,,Porush Jain,2026,mixed,Service & AMC Coordinator (O&M and spares),"Operations, supply chain and city launch",possible,2.8,4.5,low,"None exists. https://neuromodaqua.com/careers/ returns HTTP 404, the full page sitemap (https://neuromodaqua.com/page-sitemap1.xml) has 12 pages and none is a careers page, and https://www.linkedin.com/company/neuromod-aqua lists no jobs. The only application route is a direct approach: https://neuromodaqua.com/contact/ or email sales@neuromodaqua.com / cto@neuromodaqua.com, addressed to the founders (Anuj Arora, Anand Dad).","The round funds standing up a service and spare-parts network, and AMC/O&M contracts are a stated revenue line, not an afterthought. Once the first plants are commissioned somebody has to schedule visits, chase consumables and chemicals, log compliance readings for DPCC/CPCB reporting and keep clien"
Neuromod Aqua,,Seed,2026-08-19,,,Porush Jain,2026,mixed,Founder's Office / Business Associate,Founder's office / chief of staff / strategy associate,possible,3.5,6,low,"None exists. https://neuromodaqua.com/careers/ returns HTTP 404, the full page sitemap (https://neuromodaqua.com/page-sitemap1.xml) has 12 pages and none is a careers page, and https://www.linkedin.com/company/neuromod-aqua lists no jobs. The only application route is a direct approach: https://neuromodaqua.com/contact/ or email sales@neuromodaqua.com / cto@neuromodaqua.com, addressed to the founders (Anuj Arora, Anand Dad).","A two-director company standing up a factory, a product and a first sales motion at once is the textbook case for one generalist who does market mapping, RFQ chasing, vendor calls and investor-reporting decks. Real possibility, but at this size founders often just do it themselves for another year, "
Neuromod Aqua,,Seed,2026-08-19,,,Porush Jain,2026,mixed,Procurement & Vendor Coordination Executive,"Operations, supply chain and city launch",possible,3,4.5,low,"None exists. https://neuromodaqua.com/careers/ returns HTTP 404, the full page sitemap (https://neuromodaqua.com/page-sitemap1.xml) has 12 pages and none is a careers page, and https://www.linkedin.com/company/neuromod-aqua lists no jobs. The only application route is a direct approach: https://neuromodaqua.com/contact/ or email sales@neuromodaqua.com / cto@neuromodaqua.com, addressed to the founders (Anuj Arora, Anand Dad).","Point (1) of what the round funds is setting up a manufacturing facility for factory-built plants. Modular manufacturing means sourcing pumps, blowers, membranes, MBBR media, panels and fabrication against a repeating BOM — that is a purchase/vendor-follow-up desk long before it is a supply-chain fu"
Yantra Packs,,Seed,2026-08-19,12.0,,Caret Capital,2020,mixed,Warehouse Supervisor,"Operations, supply chain and city launch",listed now,1.8,3.6,low,https://in.linkedin.com/company/yantrapacks/jobs,"Live posting in Bahadrabad, Uttarakhand, and the only currently-open role a 0-1 year candidate can walk straight into. Runs the depot floor at the Haridwar cluster: receiving, sorting, wash/inspection cycles and dispatch of returnable crates and pallets. Band is not estimated - the posting itself qu"
Yantra Packs,,Seed,2026-08-19,12.0,,Caret Capital,2020,mixed,Purchase Executive,"Operations, supply chain and city launch (procurement)",listed now,3.5,6,low,https://in.linkedin.com/company/yantrapacks/jobs,"Live posting in Gurgaon. The round explicitly funds buying more physical assets to grow the pool beyond ~250,000 containers, so procurement is the seat closest to where the money goes - vendor sourcing for crates, pallets and moulded containers, plus rate negotiation and PO management. It asks for 2"
Yantra Packs,,Seed,2026-08-19,12.0,,Caret Capital,2020,mixed,Business Development Executive - B2B Enterprise Sales,"Business development, inside sales and account management",likely,3.5,6.5,low,https://in.linkedin.com/company/yantrapacks/jobs,"They are already hiring a Manager - B2B Enterprise Sales at 4-6 years across Bengaluru, Chennai and Gurgaon. Enterprise sales managers at a 17-30 person company do not prospect alone; the standard next hire is one or two junior executives doing plant-level lead generation, RFQ support and pilot coor"
Yantra Packs,,Seed,2026-08-19,12.0,,Caret Capital,2020,mixed,Operations Executive - Asset Pooling,"Operations, supply chain and city launch",likely,3.5,6,low,https://in.linkedin.com/company/yantrapacks/jobs,"The core operating job of a pooling business: tracking container cycle times, chasing assets that have not returned from customer plants, coordinating reverse logistics with transporters, and reconciling physical counts against Trakkia. An Operations Head at Rs 12 LPA+ has just been posted in Gurugr"
Yantra Packs,,Seed,2026-08-19,12.0,,Caret Capital,2020,mixed,Depot / Warehouse Executive (new-city launch),"Operations, supply chain and city launch",likely,2.5,4.5,low,https://in.linkedin.com/company/yantrapacks/jobs,Geographic expansion across India - more warehouses and customer touchpoints beyond the current eight depots and 100+ touchpoints - is the first stated use of the round. Every new depot needs a junior on-site executive before it needs a manager. Banded against the non-metro row because these sit in 
Yantra Packs,,Seed,2026-08-19,12.0,,Caret Capital,2020,mixed,Key Account Executive / Customer Success Associate,"Business development, inside sales and account management",possible,3.5,6,low,https://in.linkedin.com/company/yantrapacks/jobs,"Pooling is a subscription-shaped business with 30+ enterprise customers already on the books, and revenue depends on assets coming back rather than on new logos alone. Someone junior has to sit between the customer's plant team and Yantra's depots on cycle counts, lost-asset disputes, billing reconc"
Yantra Packs,,Seed,2026-08-19,12.0,,Caret Capital,2020,mixed,Supply Chain Analyst - Trakkia / Asset Visibility,Business analyst and data analyst,possible,4,7.5,low,https://in.linkedin.com/company/yantrapacks/jobs,"Strengthening the technology stack behind Trakkia - asset tracking, IoT/RFID, supply-chain visibility - is a named use of the round, and they are already hiring a Business Intelligence/Tableau Developer. The business-side companion to that is an analyst who turns scan and RFID data into utilisation,"
Yantra Packs,,Seed,2026-08-19,12.0,,Caret Capital,2020,mixed,Founder's Office / Business Associate,Founder's office / chief of staff / strategy associate,possible,4,7.5,low,https://in.linkedin.com/company/yantrapacks/jobs,"Two founders (Vipin Battu and Karan Saharan) who have just closed an institutional seed and are opening new cities typically add one generalist to handle investor reporting, new-city feasibility, pricing models and vendor diligence. Marked possible rather than likely: asset-heavy operating companies"
Lissun,,Series A,2026-08-18,48.1,,Colossa Ventures[+8],2021,,,,,,,,,
RapteeHV,,Series A,2026-08-18,192.0,,,2019,,,,,,,,,
Zettaone,,Series B,2026-08-18,190.0,,Jubilant Ingrevia,2007,,,,,,,,,
Keertana,,Series B,2026-08-15,230.0,,Neo Wealth Partners,1996,mixed,"Loan Officers - Gold Branches (Across AP, Telangana, Karnataka & Odisha)",Field sales / business development,listed now,2.2,3.6,low,https://keertanafin.in/careers,"The core hiring engine for the round. ₹230 Cr of growth equity is explicitly to take AUM from ₹4,024 Cr to ₹7,000 Cr by March 2027 via gold-branch rollout — 171 branches were already work-in-progress on top of 335 live. Each new gold branch needs 3-6 loan officers to source walk-in gold pledges, so "
Keertana,,Series B,2026-08-15,230.0,,Neo Wealth Partners,1996,mixed,"Operations Executive – Gold Branches (Across AP, Telangana, Karnataka & Odisha)",Branch operations,listed now,2.2,3.4,low,https://keertanafin.in/careers,"The other half of the branch-opening unit: KYC and documentation, gold appraisal support, cash and vault handling, disbursement and release entries in the LMS. Every one of the 171 WIP branches needs at least one, and it is the standard entry rung into an NBFC branch. Trains on the job; no prior fin"
Keertana,,Series B,2026-08-15,230.0,,Neo Wealth Partners,1996,mixed,"Cluster Internal Auditors - Gold Branches (Across AP, Telangana, Karnataka & Odisha)",Risk and internal audit,listed now,3,5,low,https://keertanafin.in/careers,"A gold-loan book scaling 75% in a year across four states is a physical-custody fraud risk, and ICRA's rationale plus the new institutional investor both push audit coverage. The job is branch-hopping surprise audits — gold-packet weight and purity verification, cash counts, KYC file checks. NBFCs d"
Keertana,,Series B,2026-08-15,230.0,,Neo Wealth Partners,1996,mixed,"MIS / Business Analyst – Head Office, Financial District, Hyderabad",Business analyst / MIS,likely,4.5,8,low,https://keertanafin.in/careers,"First outside institutional shareholder (Neo Wealth, ~10%, with an ex-Edelweiss CEO behind it), listed NCDs, an ICRA rating under review and managed gearing at 3.9x all create a hard quarterly reporting load — branch-level AUM, LTV, auction and NPA cuts. ICRA separately flagged that Keertana must ke"
Keertana,,Series B,2026-08-15,230.0,,Neo Wealth Partners,1996,mixed,Talent Acquisition Executive – Branch Hiring,HR / recruitment,likely,2.8,4.5,low,https://keertanafin.in/careers,"171 branches at 4-8 staff each is roughly 800-1,200 hires inside 12 months, across tier-3 towns in four states. Headcount already moved 3,218 to 3,041 as the JLG book wound down, so this is net new sourcing, not backfill. Volume recruitment cells get staffed with freshers on a requisition-closure in"
Keertana,,Series B,2026-08-15,230.0,,Neo Wealth Partners,1996,mixed,Branch Credit Officer – Affordable Housing & LAP,Credit and underwriting,possible,2.8,4.5,low,https://keertanafin.in/careers,"Housing and loan-against-property are the non-gold verticals and are the ones that actually require file-level underwriting — income assessment for self-employed borrowers, title and valuation review. Smaller headcount than gold, and the round is gold-weighted, so this is a secondary need rather tha"
Keertana,,Series B,2026-08-15,230.0,,Neo Wealth Partners,1996,mixed,Management Trainee / Officer Trainee – Branch Operations (Gold),Management trainee,possible,3,5,low,https://keertanafin.in/careers,"Opening 171 branches means needing ~171 branch managers, and the nine posted roles are already heavy on Cluster/Regional/Zonal Manager seats — the pipeline below them has to come from somewhere. NBFCs at this growth rate commonly stand up a 6-12 month officer-trainee cadre that rotates through sourc"
Keertana,,Series B,2026-08-15,230.0,,Neo Wealth Partners,1996,mixed,Collections / Recovery Officer,Collections,possible,2.5,4,low,https://keertanafin.in/careers,"Two drivers: the JLG/microfinance book is being wound down and residual recovery needs feet on the ground, and a gold book growing this fast will throw off a rising auction and overdue pipeline that the branch sales staff cannot also chase. Typically a low-fixed, high-incentive structure and among t"
Varaha,,Series B,2026-08-14,191.0,,WestBridge Capital[+1],2022,,,,,,,,,
Centricity,,Series A,2026-08-13,257.0,,SMBC Asia Rising Fund[+5],2022,,,,,,,,,
Invisel,,Seed,2026-08-13,4.0,,Indian Angel Network[+2],2024,,,,,,,,,
Khare Classes,,Seed,2026-08-13,12.3,122.0,India Quotient[+4],2022,,,,,,,,,
Scrubsy,,Seed,2026-08-13,27.0,,V3 Ventures,2025,,,,,,,,,
Unico Housing Finance,,Series B,2026-08-13,55.0,,Anicut Capital[+1],2023,,,,,,,,,
Jio Credit,,Series D,2026-08-12,18300.0,,Bank of America,2000,,,,,,,,,
Lifecyte,,Seed,2026-08-12,9.54,,,2024,,,,,,,,,
Minimac Systems,,Seed,2026-08-12,30.0,,Rainmatter,2012,mixed,Pre Sales Executive,Business development / inside sales,listed now,2.2,3,low,"https://www.minimacsystems.com/careers (serves the homepage; the only real hiring link is https://www.linkedin.com/company/minimacsystemsprivatetlimited/jobs/, which showed zero live postings when checked)","Live on WorkIndia today at the Viman Nagar office, explicitly open to graduates/freshers at ₹18,000–21,000/month. It is the pre-qualification seat ahead of the field sales team selling oil-filtration contracts into plants — proposal prep, RFQ handling, technical collateral, coordinating with the wor"
Minimac Systems,,Seed,2026-08-12,30.0,,Rainmatter,2012,mixed,Sales Support Executive,Inside sales / sales operations,listed now,1.8,2.8,low,"https://www.minimacsystems.com/careers (serves the homepage; the only real hiring link is https://www.linkedin.com/company/minimacsystemsprivatetlimited/jobs/, which showed zero live postings when checked)","Live on WorkIndia today, Viman Nagar, ₹15,000–21,000/month, graduate/fresher. Back-office arm of the same funnel: order processing, quotation follow-up, CRM hygiene, service scheduling against the Recycling-on-Wheels fleet. Lowest band of the three sales titles because it carries no quota."
Minimac Systems,,Seed,2026-08-12,30.0,,Rainmatter,2012,mixed,Field Sales Executive,Field sales / business development,listed now,2,3.5,low,"https://www.minimacsystems.com/careers (serves the homepage; the only real hiring link is https://www.linkedin.com/company/minimacsystemsprivatetlimited/jobs/, which showed zero live postings when checked)","Live WorkIndia listing at Chakan, ₹15,000–21,000/month — the industrial belt where their customer plants sit. Plant-visit selling of on-site filtration jobs; carries an incentive component and travel/conveyance allowance on top of a low fixed, which is why the top of its band exceeds the inside-sale"
Minimac Systems,,Seed,2026-08-12,30.0,,Rainmatter,2012,mixed,HR Generalist,HR and people operations,likely,2.4,4,low,"https://www.minimacsystems.com/careers (serves the homepage; the only real hiring link is https://www.linkedin.com/company/minimacsystemsprivatetlimited/jobs/, which showed zero live postings when checked)","Advertised on Glassdoor at ₹2L–4L (captcha-blocked, unverified). A ₹30 Cr round funding regional hubs means a hiring ramp from ~120 to a multi-city headcount — recruitment, onboarding, statutory compliance for a field workforce. Real but not confirmed live today, hence 'likely' rather than 'listed n"
Minimac Systems,,Seed,2026-08-12,30.0,,Rainmatter,2012,mixed,Accounts Executive,Finance and accounts,likely,1.8,3,low,"https://www.minimacsystems.com/careers (serves the homepage; the only real hiring link is https://www.linkedin.com/company/minimacsystemsprivatetlimited/jobs/, which showed zero live postings when checked)","Advertised on Glassdoor at ₹10,000–15,000/month (unverified). First institutional investor on the cap table means monthly MIS, GST, vendor and receivables discipline against blue-chip PSU customers with long payment cycles. Standard SME finance intake role; the visible band is the lowest of any role"
Minimac Systems,,Seed,2026-08-12,30.0,,Rainmatter,2012,mixed,Business Development Executive - Regional Industrial Clusters,Business development / industrial sales,likely,2.5,4.5,low,"https://www.minimacsystems.com/careers (serves the homepage; the only real hiring link is https://www.linkedin.com/company/minimacsystemsprivatetlimited/jobs/, which showed zero live postings when checked)","The round explicitly funds 'scaling the Recycling on Wheels doorstep model through regional hubs across major industrial clusters'. Hubs outside Pune (Jamshedpur, Angul, Vizag, Jamnagar, NCR) each need a local BD seat opening plant accounts. Prices slightly above the Pune inside-sales roles because "
Minimac Systems,,Seed,2026-08-12,30.0,,Rainmatter,2012,mixed,Service Operations / Project Coordinator,Operations and service coordination,likely,2.4,4,low,"https://www.minimacsystems.com/careers (serves the homepage; the only real hiring link is https://www.linkedin.com/company/minimacsystemsprivatetlimited/jobs/, which showed zero live postings when checked)","They already advertise a Sr. Project Management Officer (2-6 yrs). A fleet of ~2,500 deployed machines plus new regional hubs needs a junior coordinator scheduling mobile units, technicians, consumables and site clearances against customer shutdown windows. This is the single most likely fresher-fri"
Minimac Systems,,Seed,2026-08-12,30.0,,Rainmatter,2012,mixed,Key Account Support / Customer Success Executive,Account management / customer success,possible,3,5,low,"https://www.minimacsystems.com/careers (serves the homepage; the only real hiring link is https://www.linkedin.com/company/minimacsystemsprivatetlimited/jobs/, which showed zero live postings when checked)","The customer list (NTPC, Adani Power, JSW, Tata Steel, IOCL, BPCL, HPCL, Reliance, Shell, ExxonMobil) is the company's main asset, and re-refining ambitions depend on repeat annual-contract volume from those same plants. A junior account-farming seat handling renewals, oil-analysis reporting and esc"
Minimac Systems,,Seed,2026-08-12,30.0,,Rainmatter,2012,mixed,MIS / Data Analyst - Fluid Analytics,Business analyst / data analyst,possible,3,5.5,low,"https://www.minimacsystems.com/careers (serves the homepage; the only real hiring link is https://www.linkedin.com/company/minimacsystemsprivatetlimited/jobs/, which showed zero live postings when checked)","The round funds 'fleet automation and fluid analytics'. Someone junior has to turn oil-sample results, machine telemetry and job data into customer reports and internal utilisation dashboards. Highest band in this list because Excel/SQL/Power BI skills price above generalist sales-support work even "
Minimac Systems,,Seed,2026-08-12,30.0,,Rainmatter,2012,mixed,Marketing Executive (Digital / Content),Growth and performance marketing,possible,2.4,4,low,"https://www.minimacsystems.com/careers (serves the homepage; the only real hiring link is https://www.linkedin.com/company/minimacsystemsprivatetlimited/jobs/, which showed zero live postings when checked)","They have advertised a Marketing Head (4-9 yrs) and a Senior Graphic Designer (1-3 yrs); a head plus a designer usually implies a junior executive underneath to run LinkedIn, trade-show collateral, case studies and inbound lead capture. Industrial B2B marketing pays below consumer/D2C performance ma"
Quarkitech.com,,Seed,2026-08-12,2.0,,Artha India Ventures[+1],2025,,,,,,,,,
Wippi,,Seed,2026-08-12,11.4,,12 Flags Group[+3],2024,mixed,Performance Marketing Associate (D2C),"Growth and performance marketing (entry-level, 0-2 years, India)",likely,4,7,low,https://www.linkedin.com/company/playwippi/jobs/,"Two of the six live roles are 'Head of Digital Marketing' and 'Head of Marketing | D2C Consumer Brand', and the round is explicitly funding demand generation toward a 15,000-family target. A 26-person company cannot have two marketing heads and nobody below them building audiences, uploading creativ"
Wippi,,Seed,2026-08-12,11.4,,12 Flags Group[+3],2024,mixed,Ecommerce / Marketplace Operations Executive,Category management and merchandising,likely,4,6.5,low,https://www.linkedin.com/company/playwippi/jobs/,"'Ecommerce Manager' is open now (posted 2 days ago). A physical toy sold direct plus almost certainly on Amazon/Flipkart/FirstCry needs someone doing listings, catalogue copy, A+ content, pricing updates, stock sync and returns reconciliation - the executor layer under that manager. Character story "
Wippi,,Seed,2026-08-12,11.4,,12 Flags Group[+3],2024,mixed,Fulfilment & Supply Chain Executive,"Operations, supply chain and city launch (entry-level, 0-2 years, India)",likely,3.5,6.5,low,https://www.linkedin.com/company/playwippi/jobs/,"The round funds 'scaling manufacturing in India' and a 'Warehouse Manager' is already listed. Consumer hardware at seed means inbound from a contract manufacturer, inventory counts, courier/3PL coordination, RTO handling and warranty returns (the site carries a warranty policy). That manager will ne"
Wippi,,Seed,2026-08-12,11.4,,12 Flags Group[+3],2024,mixed,Content & Social Media Associate,"Growth and performance marketing (content/social sub-band, below paid media)",likely,3.5,6,low,https://www.linkedin.com/company/playwippi/jobs/,"'Creative and Content Lead' was posted hours ago, and the round funds broadening the catalogue of characters, languages and original content plus 'Wippi Radio'. A kids' brand selling to parents lives on Instagram, YouTube Shorts and parent WhatsApp communities, which is high-volume production work a"
Wippi,,Seed,2026-08-12,11.4,,12 Flags Group[+3],2024,mixed,Founder's Office / Business Associate,"Founder's office / chief of staff / strategy associate - entry-level (0-2 years), India",possible,4.5,8,low,https://www.linkedin.com/company/playwippi/jobs/,"Two founders, a first institutional round, and a stated 12-month commercial target is the classic trigger for a founder's-office hire who chases cohort/retention numbers, investor reporting and whatever is on fire that week. Marked 'possible' rather than 'likely' because at a $1.2M round this seat o"
Wippi,,Seed,2026-08-12,11.4,,12 Flags Group[+3],2024,mixed,Customer Experience Associate (parent support and warranty),"Operations, supply chain and city launch (support sub-band; no dedicated support row in the benchmarks)",possible,3,5,low,https://www.linkedin.com/company/playwippi/jobs/,"A screen-free device in the hands of a 4-10 year old generates setup calls, pairing problems, damaged-card replacements and warranty claims from anxious parents. As units ship at scale this stops being something the founders answer on WhatsApp. Lowest-paid seat on this list and the least career-form"
Ayati Devices,,Seed,2026-08-11,15.0,,Inflexor,2019,,,,,,,,,
FreightFox,,Seed,2026-08-11,5.0,,HighLeaf[+3],2020,,,,,,,,,
Vecton,,Seed,2026-08-11,6.82,,Zeropearl,2025,,,,,,,,,
Yulu,,Series C,2026-08-11,601.0,,GEF Capital Partners,2017,,,,,,,,,
Deployment,,Seed,2026-08-10,47.6,,Cars24,,,,,,,,,,
LogiXair,,Seed,2026-08-10,,,TCA[+2],2021,,,,,,,,,
Benne,,Seed,2026-08-07,35.3,,Claypond Capital[+4],2024,,,,,,,,,
AMIGO,,Seed,2026-08-06,4.5,,Foxhog.vc,2021,,,,,,,,,
Consint,,Series A,2026-08-06,22.0,,BIG Global Investments JSC[+2],2020,,,,,,,,,
Vasuki India,,Series A,2026-08-06,100.0,,,2021,,,,,,,,,
Hulp,,Seed,2026-08-05,24.7,,Sparrow Capital[+10],2025,,,,,,,,,
Inrisk Labs,,Series A,2026-08-05,257.0,,Bessemer Venture Partners[+1],2024,,,,,,,,,
Mitti Labs,,Series A,2026-08-05,90.3,,Aramco Ventures[+4],2023,,,,,,,,,
Rideriver,,Series C,2026-08-05,970.0,,Elev8 Venture Partners[+13],2020,,,,,,,,,
Sapiom,,Series A,2026-08-05,333.0,,DRAGONFLY[+10],2026,,,,,,,,,
Vingo,,Seed,2026-08-05,11.4,,India Quotient[+2],2026,,,,,,,,,
Nyai,,Seed,2026-08-04,14.3,,,2025,,,,,,,,,
Sarvam,,Series B,2026-08-04,715.0,,Activate[+4],2023,,,,,,,,,
Superleap,,Seed,2026-08-04,36.0,,Peak XV Partners,2024,,,,,,,,,
Vaaree,,Series A,2026-08-04,65.0,,Cap Alpha Ventures[+8],2022,,,,,,,,,
Zoppler Systems,,Seed,2026-08-04,6.5,,Finvolve[+1],2025,,,,,,,,,
eBik,,Seed,2026-07-27,7.51,62.5,Next Bharat Ventures,2017,,,,,,,,,
Kily,,Seed,2026-07-27,30.0,,Sorin[+3],2025,,,,,,,,,
HomeRun,,Series A,2026-07-25,116.0,,Nexus Venture Partners[+5],2025,,,,,,,,,
Raydean,,Series B,2026-07-24,200.0,,,2008,,,,,,,,,
BUSINESSNEXT,,Series B,2026-07-23,386.0,,ServiceNow,2001,,,,,,,,,
Ringg AI,,Series A,2026-07-22,96.3,,Peak XV Partners[+3],2023,,,,,,,,,
Arboreal,,Series A,2026-07-21,232.0,,Omnivore[+2],2018,,,,,,,,,
Typsy Beauty,,Seed,2026-07-21,20.3,,Saama[+5],2021,,,,,,,,,
Ekkaa,,Series A,2026-07-20,99.9,,Abakkus Asset Manager,2018,,,,,,,,,
Koparo,,Seed,2026-07-20,5.38,,P4 Capital[+8],2021,,,,,,,,,
Raghu Vamsi,,Series B,2026-07-20,385.0,,Norwest[+4],1992,,,,,,,,,
VERIQUS,,Series C,2026-07-20,386.0,,Norwest[+1],2026,,,,,,,,,
Scimplify,,Series B,2026-07-17,181.0,,Hitachi Ventures[+4],2023,,,,,,,,,
